state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
ANDHRA PRADESH,PRAKASAM,Vetapalem,Nayani Palle ,6,NA,On-drain/canal,Govt. Owned,NULL,NA,NA,Up to 2013-2014,9999999,9999999,500000,NA,NA,0,0,In-Use,NULL,NA,NA,Under ground pipe, Turbine/Jet pump,Electric,10,120,120,0,0,7,7,0,NULL,Yes,NULL,NA,No,809.72,202.43,607.29,0,0,809.72,137.25,363.16,0,0,500.41,No,NA,NULL,NA,NA,1,4,NULL
ANDHRA PRADESH,PRAKASAM,Vetapalem,Vetapalem (CT),5,NA,On-drain/canal,Owned by individual farmer,5.263,Others,Male,Up to 2013-2014,100000,150000,10000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Turbine/Jet pump,Electric,10,120,0,0,0,7,NULL,NULL,NULL,No,Krishna Delta,Water available but not adequate for irrigation,No,24.29,24.29,0,0,0,24.29,24.29,0,0,0,24.29,No,NA,NULL,NA,NA,1,6,NULL
ANDHRA PRADESH,WEST GODAVARI,TALLAPUDI,Vegeswarapuram,1,NA,On-River,Govt. Owned,NULL,NA,NA,Up to 2013-2014,5967,2500000,350000,NA,NA,2457,2545,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Turbine/Jet pump,Electric,10,90,90,0,0,10,10,0,NULL,Yes,NULL,NA,No,1255.06,1214.58,809.72,0,0,2024.3,1214.58,809.72,0,0,2024.3,No,NA,NULL,NA,NA,7,1,NULL
ANDHRA PRADESH,PRAKASAM,Parchur,Cherukuru,10,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,58000,100000,100000,NA,NA,0,0,In-Use,NULL,NA,NA,Drip, Centrifugal Pump,Electric,10,180,0,0,0,7,NULL,NULL,NULL,Yes,NULL,NA,No,36.44,36.44,0,0,0,36.44,6.07,0,0,0,6.07,No,NA,NULL,NA,NA,2,9,NULL
ANDHRA PRADESH,PRAKASAM,Vetapalem,Vetapalem (CT),7,NA,On-drain/canal,Owned by individual farmer,6.073,Others,Male,Up to 2013-2014,50000,80000,15000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,10,120,0,0,0,7,NULL,NULL,NULL,No,Krishna Delta,Water available but not adequate for irrigation,No,16.19,16.19,0,0,0,16.19,16.19,0,0,0,16.19,No,NA,NULL,NA,NA,1,8,NULL
ANDHRA PRADESH,PRAKASAM,Vetapalem,Vetapalem (CT),10,NA,On-drain/canal,Owned by individual farmer,8.097,Others,Male,Up to 2013-2014,100000,125000,10000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Turbine/Jet pump,Electric,10,120,0,0,0,7,NULL,NULL,NULL,No,Krishna Delta,Water available but not adequate for irrigation,No,24.29,24.29,0,0,0,24.29,24.29,0,0,0,24.29,No,NA,NULL,NA,NA,1,11,NULL
ANDHRA PRADESH,PRAKASAM,Yeddana Pudi,Jagarlamudi,8,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,2000000,2500000,0,NA,NA,2000000,440000,In-Use,NULL,NA,NA,Under ground pipe, Centrifugal Pump,Electric,10,0,90,0,0,NULL,7,0,NULL,Yes,NULL,NA,No,203.64,0,203.64,0,0,203.64,0,10.12,0,0,10.12,No,NA,NULL,NA,NA,1,2,NULL
ANDHRA PRADESH,PRAKASAM,Vetapalem,Vetapalem (CT),9,NA,On-drain/canal,Owned by individual farmer,8.097,Others,Male,Up to 2013-2014,50000,100000,15000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Turbine/Jet pump,Electric,10,120,0,0,0,7,NULL,NULL,NULL,Yes,NULL,NA,No,24.29,24.29,0,0,0,24.29,24.29,0,0,0,24.29,No,NA,NULL,NA,NA,1,10,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Koppaka,5,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,0,0,0,0,0,0,0,0,0,0,0,No,NA,50,Upto 1/2,Rarely filled up,1,4,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Koppaka,9,NA,Others,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,40.49,24.29,16.2,0,0,40.49,24.29,16.19,0,0,40.48,No,NA,NULL,NA,NA,1,8,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,Kalaparru,7,NA,On-drain/canal,Others,NULL,NA,NA,Up to 2013-2014,200000,150000,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Turbine/Jet pump,Electric,10,100,0,0,0,7,NULL,NULL,NULL,Yes,NULL,NA,No,103.64,103.64,0,0,0,103.64,103.64,0,0,0,103.64,No,NA,NULL,NA,NA,1,4,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,Vempadu,1,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,50000,20000,0,NA,NA,0,0,Temporarily Not in use,2,Any other reason,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,10,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,60.73,60.73,40.49,0,0,101.22,0,0,0,0,0,NA,NA,24276,Nil/Negligible filled up,Never filled up,1,1,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Bathevaram,1,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,10,60,90,0,0,7,6,0,NULL,Yes,NULL,NA,No,20.25,8.1,12.15,8.1,4.05,32.4,8.1,8.1,4.05,4.05,24.3,Yes,Storage not filled up fully,250,Upto 1/2,Rarely filled up,1,1,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Chakrayagudem,2,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,During 2017-2018,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Under ground pipe,Submersible pump,Electric,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,20.24,12.15,8.1,5.37,0,25.62,12.15,8.1,5.37,0,25.62,No,NA,50,Upto 1/2,Rarely filled up,1,2,NULL
ANDHRA PRADESH,WEST GODAVARI,YELAMANCHILI,Siragalapalle,2,NA,On-drain/canal,Govt. Owned,NULL,NA,NA,Up to 2013-2014,62365,325000,0,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Other, Turbine/Jet pump,Electric,10,0,0,0,0,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,1314.17,0,1314.17,0,0,1314.17,0,0,0,0,0,NA,NA,NULL,NA,NA,6,2,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Koppaka,2,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,100000,50000,1000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,202.43,202.43,202.43,0,0,404.86,202.43,202.43,0,0,404.86,No,NA,60,Upto 1/2,Rarely filled up,1,2,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Koppaka,8,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,0,0,0,0,0,0,0,0,0,0,0,No,NA,60,Upto 1/2,Rarely filled up,1,7,NULL
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,Arulla,1,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,2800000,2000000,10000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,10,60,90,0,0,7,6,0,NULL,Yes,NULL,NA,No,65.54,65.54,65.54,0,0,131.08,65.54,65.54,0,0,131.08,No,NA,NULL,NA,NA,1,1,NULL
ANDHRA PRADESH,WEST GODAVARI,TADEPALLIGUDEM,Tadepalle,2,NA,On-Stream,Panchayat Owned,NULL,NA,NA,Up to 2013-2014,6000000,120000,6000000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Centrifugal Pump,Electric,10,90,90,0,0,9,9,0,NULL,Yes,NULL,NA,No,404.86,404.86,404.86,0,0,809.72,364.37,364.37,0,0,728.74,No,NA,NULL,NA,NA,1,2,6
ANDHRA PRADESH,WEST GODAVARI,VEERAVASARAM,Rayakuduru,9,NA,On-drain/canal,Govt. Owned,NULL,NA,NA,During 2016-2017,244,500000,10000,NA,NA,0,0,In-Use,NULL,NA,NA,Drip, Turbine/Jet pump,Electric,10,120,120,0,0,10,10,0,NULL,No,Godavari Delta,Water available but not adequate for irrigation,No,157.9,157.9,157.9,0,0,315.8,157.9,157.9,0,0,315.8,No,NA,NULL,NA,NA,1,2,NULL
ANDHRA PRADESH,WEST GODAVARI,KOVVUR,Kumaradevam,1,NA,On-River,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,1500000,4300000,10000,NA,NA,1500000,3300000,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Turbine/Jet pump,Electric,10,180,150,350,0,7,7,7,NULL,Yes,NULL,NA,No,1882.59,890.69,870.45,80.97,40.49,1882.6,890.69,870.45,0.41,0.41,1761.96,Yes,Storage not filled up fully,NULL,NA,NA,4,1,NULL
ANDHRA PRADESH,WEST GODAVARI,PALACOLE,Tillapudi,92,NA,On-drain/canal,Govt. Owned,NULL,NA,NA,Up to 2013-2014,5000000,3000000,2000000,NA,NA,1000000,50000,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,10,100,100,0,0,10,10,0,NULL,No,Godavari Delta,Other reasons,No,0,0,0,0,0,0,0,0,0,0,0,Yes,Storage not filled up fully,NULL,NA,NA,2,1,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAPADU,Kalaparru,4,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,100000,50000,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca), Turbine/Jet pump,Electric,10,100,90,0,0,9,9,0,NULL,Yes,NULL,NA,No,48.58,48.58,40.49,0,0,89.07,40.49,20.24,0,0,60.73,No,NA,20000,Nil/Negligible filled up,Never filled up,1,1,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Chakrayagudem,4,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Others,Electric,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,20.24,8.1,8.1,4.05,4.05,24.3,8.1,8.1,4.05,4.05,24.3,No,NA,50,Upto 1/2,Rarely filled up,1,4,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Chakrayagudem,6,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,0,0,0,0,0,0,0,0,0,0,0,No,NA,50,Upto 1/2,Rarely filled up,1,6,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Chakrayagudem,8,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Others,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,40.49,20.24,12.15,4.05,4.05,40.49,12.15,8.1,4.05,4.05,28.35,No,NA,50,Upto 1/2,Rarely filled up,1,8,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Chakrayagudem,9,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,0,0,0,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (lined / Pucca),Submersible pump,Electric,10,60,90,0,0,8,7,0,NULL,Yes,NULL,NA,No,40.49,20.24,12.15,4.05,4.05,40.49,20.24,8.1,4.05,4.05,36.44,No,NA,40,Nil/Negligible filled up,Rarely filled up,1,9,NULL
ANDHRA PRADESH,WEST GODAVARI,PEDAVEGI,Duggirala,3,NA,On Tanks/Ponds/Reservoirs/check dams,Panchayat Owned,NULL,NA,NA,Up to 2013-2014,55000,30000,350000,NA,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha),Submersible pump,Electric,10,60,90,0,0,7,6,0,NULL,Yes,NULL,NA,No,40.49,24.29,20.24,0,0,44.53,24.29,20.24,0,0,44.53,No,NA,45,Upto 1/2,Rarely filled up,1,2,NULL
ANDHRA PRADESH,YSR,RAJUPALYAM,Doddanala,10,NA,On-River,Owned by individual farmer,1.619,OBC,Male,Up to 2013-2014,20000,15000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Drip, Centrifugal Pump,Electric,10,90,60,0,0,9,9,0,NULL,Yes,NULL,NA,No,1.62,1.62,1.62,0,0,3.24,1.62,1.62,0,0,3.24,No,NA,NULL,NA,NA,1,10,NULL
ANDHRA PRADESH,KURNOOL,Uyyalawada,Mayalur,3,NA,On-River,Owned by individual farmer,1.619,Others,Male,Up to 2013-2014,2500,48000,1000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Under ground pipe, Centrifugal Pump,Electric,7.5,100,0,0,0,7,NULL,NULL,NULL,Yes,NULL,NA,No,1.62,1.62,0,0,0,1.62,1.62,0,0,0,1.62,No,NA,NULL,NA,NA,1,3,NULL
ANDHRA PRADESH,KURNOOL,Uyyalawada,Mayalur,6,NA,On-River,Owned by individual farmer,1.012,Others,Male,Up to 2013-2014,2500,45000,1000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Under ground pipe, Centrifugal Pump,Electric,7.5,110,0,0,0,7,0,0,0,Yes,NA,NA,No,1.01,1.01,0,0,0,1.01,1.01,0,0,0,1.01,No,NA,NULL,NA,NA,1,6,NULL
ANDHRA PRADESH,KURNOOL,Uyyalawada,Mayalur,7,NA,On-River,Owned by individual farmer,0.486,Others,Female,Up to 2013-2014,2500,46000,1000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Under ground pipe, Centrifugal Pump,Electric,7.5,100,0,0,0,7,0,0,0,Yes,NA,NA,No,0.49,0.49,0,0,0,0.49,0.49,0,0,0,0.49,No,NA,NULL,NA,NA,1,7,NULL
ANDHRA PRADESH,KRISHNA,Chandarlapadu,KATRENIPALLE,1,NA,On-River,Govt. Owned,NULL,NA,NA,Up to 2013-2014,100000,28000,10000,NA,NA,100000,28000,Permanently Not in use,5,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,242.92,242.92,242.92,0,0,485.84,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,1,1,1
ANDHRA PRADESH,ANANTHAPUR,Nallamada,Nallamada,17,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,0.405,OBC,Male,During 2014-2015,50000,0,25000,Government fund,NA,0,0,Permanently Not in use,2,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.41,0.2,0.21,0,0,0.41,NULL,NULL,NULL,NULL,NULL,NA,NA,42000,Upto 3/4,Usually filled up,1,7,NULL
ANDHRA PRADESH,ANANTHAPUR,Nallamada,Nallamada,31,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,0.81,OBC,Male,During 2014-2015,45000,0,2018,Government fund,NA,0,0,Permanently Not in use,2,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.41,0.41,0,0,0.82,NULL,NULL,NULL,NULL,NULL,NA,NA,30000,Upto 3/4,Rarely filled up,1,19,NULL
ANDHRA PRADESH,GUNTUR,Bollapalle,Kanumalacheruvu,13,NA,On-drain/canal,Owned by individual farmer,0.874,Others,Male,Up to 2013-2014,35000,65000,0,Own savings,NA,0,0,Permanently Not in use,1,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.41,0.41,0,0,0,0.41,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,1,13,NULL
ANDHRA PRADESH,GUNTUR,Kakumanu,Kondapatur,4,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,320000,100000,0,NA,NA,0,0,Permanently Not in use,6,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,101.22,101.22,0,0,0,101.22,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,95,4,NULL
ANDHRA PRADESH,GUNTUR,Kakumanu,Kondapatur,5,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,200000,135850,0,NA,NA,0,0,Permanently Not in use,6,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,125.51,125.51,0,0,0,125.51,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,2,5,NULL
ANDHRA PRADESH,GUNTUR,Nadendla,Chirumamilla,2,NA,On Tanks/Ponds/Reservoirs/check dams,Govt. Owned,NULL,NA,NA,Up to 2013-2014,200000,126300,10000,NA,NA,0,0,Permanently Not in use,2,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,6.07,6.07,0,0,0,6.07,NULL,NULL,NULL,NULL,NULL,NA,NA,1,Nil/Negligible filled up,Filled up every year,1,2,NULL
ANDHRA PRADESH,GUNTUR,Edlapadu,Thimmapuram,9,NA,On-Stream,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,20000,10000,0,NA,NA,0,0,Permanently Not in use,5,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,10.53,9.72,0.81,0,0,10.53,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,1,8,NULL
ANDHRA PRADESH,GUNTUR,Nekarikallu,Nekarikallu,28,NA,On-River,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,125000,14000,0,NA,NA,0,0,Permanently Not in use,2,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,NSRC,Water available but not adequate for irrigation,No,0.66,0.66,0.66,0,0,1.32,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,1,28,NULL
ANDHRA PRADESH,SPS NELLORE,CHILLAKUR,TURPU KANUPUR,30,NA,Others,Owned by individual farmer,1.619,Others,Male,Up to 2013-2014,3000,13000,0,Own savings,NA,0,0,Permanently Not in use,4,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0,0.81,0,0,0.81,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,1,30,136
ANDHRA PRADESH,SPS NELLORE,DAGADARTHI,DAGADARTHI,2,NA,On-drain/canal,Govt. Owned,NULL,NA,NA,Up to 2013-2014,100000,25000,0,NA,NA,100000,25000,Permanently Not in use,5,NA,Destroyed beyond repair,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Pennar Delta,Water not available up to field from major/medium scheme,No,1.62,0,1.62,0,0,1.62,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,1,2,7
ANDHRA PRADESH,KRISHNA,Ibrahimpatnam,Damuluru,1,NA,On-River,Co-Operative Owned,NULL,NA,NA,Up to 2013-2014,200000,100000,0,NA,NA,0,0,Permanently Not in use,4,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,338.87,338.87,0,0,0,338.87,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,2,1,NULL
ANDHRA PRADESH,SPS NELLORE,DAGADARTHI,THURIMERLA,2,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,200000,200000,0,NA,NA,200000,200000,Permanently Not in use,3,NA,Availability of major medium irrigation project,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,No,Pennar Delta,Water not available up to field from major/medium scheme,No,34.41,0,34.41,0,0,34.41,NULL,NULL,NULL,NULL,NULL,NA,NA,NULL,NA,NA,1,2,2
ANDHRA PRADESH,ANANTHAPUR,Nallamada,Nallamada,25,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,0.81,Scheduled-tribe,Male,During 2014-2015,52000,0,2018,Government fund,NA,0,0,Permanently Not in use,2,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.41,0.41,0,0,0.82,NULL,NULL,NULL,NULL,NULL,NA,NA,35000,Upto 3/4,Rarely filled up,1,14,NULL
ANDHRA PRADESH,ANANTHAPUR,Nallamada,Nallamada,30,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,0.81,Scheduled-tribe,Male,During 2014-2015,54000,0,2018,Government fund,NA,0,0,Permanently Not in use,3,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.81,0.41,0.41,0,0,0.82,NULL,NULL,NULL,NULL,NULL,NA,NA,45000,Upto 3/4,Rarely filled up,1,18,NULL
ANDHRA PRADESH,ANANTHAPUR,Nallamada,Nallamada,19,NA,On Tanks/Ponds/Reservoirs/check dams,Owned by individual farmer,0.785,Others,Male,During 2014-2015,45000,0,2018,Government fund,NA,0,0,Permanently Not in use,1,NA,Dried up,NA,NA,NA,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,Yes,NULL,NA,No,0.41,0.2,0.21,0,0,0.41,NULL,NULL,NULL,NULL,NULL,NA,NA,45000,Upto 1/2,Rarely filled up,1,9,NULL
ANDHRA PRADESH,PRAKASAM,Voletivaripalem,Nekunampuram   @   Pokur,9,NA,On-Stream,Govt. Owned,NULL,NA,NA,Up to 2013-2014,5000000,2000000,500000,NA,NA,5000000,2000000,Permanently Not in use,5,NA,Due to other reasons,NA, Centrifugal Pump,Electric,17.6,0,0,0,0,0,0,0,0,Yes,NULL,NA,No,80.97,80.97,80.97,0,0,161.94,NULL,NULL,NULL,NULL,NULL,Yes,Storage not filled up fully,NULL,NA,NA,1,4,NULL
ANDHRA PRADESH,PRAKASAM,Parchur,Veeranna Palem,16,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,25000,25000,100,NA,NA,0,0,Permanently Not in use,6,NA,Due to other reasons,NA, Centrifugal Pump,Electric,5,180,0,0,0,10,0,0,0,Yes,NULL,NA,No,16.19,16.19,0,0,0,16.19,NULL,NULL,NULL,NULL,NULL,No,NA,NULL,NA,NA,1,9,NULL
ANDHRA PRADESH,PRAKASAM,Parchur,Upputur,2,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,2000000,2000000,0,NA,NA,0,0,Permanently Not in use,6,NA,Due to other reasons,NA, Centrifugal Pump,Electric,65,180,0,0,0,8,0,0,0,Yes,NULL,NA,No,303.64,303.64,0,0,0,303.64,NULL,NULL,NULL,NULL,NULL,No,NA,NULL,NA,NA,2,6,NULL
ANDHRA PRADESH,KURNOOL,Bandi Atmakur,Bandi Atmakur,113,NA,On-Stream,Owned by individual farmer,1.54,Others,Male,Up to 2013-2014,25000,45000,1600,Own savings,NA,0,0,In-Use,NULL,NA,NA,Surface pipe, Centrifugal Pump,Electric,7,90,90,0,0,9,9,NULL,NULL,No,KC Canal,Water not available up to field from major/medium scheme,No,0.54,0.54,0.54,0,0,1.08,0.54,0.54,0,0,1.08,No,NA,NULL,NA,NA,1,58,127
ANDHRA PRADESH,KURNOOL,Adoni,Baladur,1,NA,On-Stream,Owned by individual farmer,0.81,Others,Male,Up to 2013-2014,25000,10000,1000,Money lender,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,5,25,17,0,0,5,4,0,NULL,Yes,NULL,NA,No,0.81,0.41,0.41,0,0,0.82,0.41,0.41,0,0,0.82,No,NA,NULL,NA,NA,4,1,NULL
ANDHRA PRADESH,KURNOOL,C.Belagal,Palukudoddi,91,NA,On-River,Owned by individual farmer,2.429,OBC,Male,Up to 2013-2014,50000,50000,40000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Drip, Centrifugal Pump,Electric,5,51,52,0,0,7,7,0,NULL,Yes,NULL,NA,No,2.43,2.43,2.43,0,0,4.86,2.43,2.43,0,0,4.86,Yes,Siltation of canal/storage,NULL,NA,NA,1,91,NULL
