state_name,district_name,block_tehsil_name,village_name,s_no_of_scheme,ref_scheme_type_surface_flow_name,ref_scheme_type_surface_lift_name,ref_scheme_owner_name,total_owners_holding,ref_scheme_owner_social_status_name,gender_name,commissioning_period_display,scheme_construction_cost,scheme_machinery_cost,scheme_maintainence_cost,finance_source_name,finance_source_name2,construction_subsidy,machinery_subsidy,scheme_status_name,not_in_use_years,scheme_status_reason_temporarily_name,scheme_status_reason_permanently_name,water_distribution_method_name,lifting_device_type_name,lifting_device_enrgy_source_name,horse_power_of_lifting_device,pump_operating_days_kharif_season,pump_operating_days_rabi_season,pump_operating_days_perennial_season,pump_operating_days_other_season,avg_pumping_per_day_kharif_season,avg_pumping_per_day_rabi_season,avg_pumping_per_day_perennial_season,avg_pumping_per_day_other_season,ref_selection_id_located_in_major_medium_scheme_name,command_area_name,ref_reason_command_area_name,ref_scheme_recharge_of_ground_water_name,culturable_command_area,ipc_kharif_season,ipc_rabi_season,ipc_perennial_season,ipc_other_season,ipc_total,ipu_kharif_season,ipu_rabi_season,ipu_perennial_season,ipu_other_season,ipu_total,ref_selection_id_under_utilisation_name,ref_reason_for_under_utilisation_name,scheme_designed_storage,ref_filled_up_storage_name,ref_filled_up_storage_space_name,villages_covered,s_no_scheme_within_village_in_water_body,total_no_of_schemes_in_village_above_water_body
ANDHRA PRADESH,SPS NELLORE,DAKKILI,PALUGODU,27,NA,On-drain/canal,Owned by Group of farmers,NULL,NA,NA,Up to 2013-2014,15000,15000,0,NA,NA,0,0,Temporarily Not in use,2,Less discharge of water,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Diesel,5,110,45,45,45,7,7,8,8,Yes,NULL,NA,No,1.62,0,1.62,0,0,1.62,0,1.62,0,0,1.62,NA,NA,NULL,NA,NA,1,27,46
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,78,NA,On-drain/canal,Owned by individual farmer,0.652,Others,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.66,0.66,0.66,0,0,1.32,0.66,0.66,0,0,1.32,No,NA,NULL,NA,NA,12,78,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,79,NA,On-drain/canal,Owned by individual farmer,0.656,Others,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.66,0.66,0.66,0,0,1.32,0.65,0.65,0,0,1.3,No,NA,NULL,NA,NA,15,79,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,80,NA,On-drain/canal,Owned by individual farmer,0.656,Others,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.66,0.66,0.66,0,0,1.32,0.66,0.66,0,0,1.32,No,NA,NULL,NA,NA,15,80,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,81,NA,On-drain/canal,Owned by individual farmer,0.49,Scheduled-caste,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.49,0.49,0.49,0,0,0.98,0.49,0.49,0,0,0.98,No,NA,NULL,NA,NA,15,81,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,83,NA,On-drain/canal,Owned by individual farmer,0.49,Others,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.49,0.49,0.49,0,0,0.98,0.49,0.49,0,0,0.98,No,NA,NULL,NA,NA,15,83,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,84,NA,On-drain/canal,Owned by individual farmer,0.49,Others,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.49,0.49,0.49,0,0,0.98,0.49,0.49,0,0,0.98,No,NA,NULL,NA,NA,15,84,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,85,NA,On-drain/canal,Owned by individual farmer,0.656,Others,Male,Up to 2013-2014,3000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,4,7,0,NULL,Yes,NULL,NA,No,0.66,0.66,0.66,0,0,1.32,0.66,0.66,0,0,1.32,No,NA,NULL,NA,NA,15,85,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,88,NA,On-drain/canal,Owned by individual farmer,0.656,OBC,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.66,0.66,0.66,0,0,1.32,0.66,0.66,0,0,1.32,No,NA,NULL,NA,NA,15,88,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,87,NA,On-drain/canal,Owned by individual farmer,0.656,Others,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.66,0.66,0.66,0,0,1.32,0.66,0.66,0,0,1.32,No,NA,NULL,NA,NA,15,87,165
ANDHRA PRADESH,SPS NELLORE,NELLORE,GOLLA KANDUKUR,89,NA,On-drain/canal,Owned by individual farmer,0.656,OBC,Male,Up to 2013-2014,30000,5000,2000,Own savings,NA,0,0,In-Use,NULL,NA,NA,Open Water Channel (unlined / Kutcha), Centrifugal Pump,Electric,3,175,175,0,0,7,7,0,NULL,Yes,NULL,NA,No,0.66,0.66,0.66,0,0,1.32,0.66,0.66,0,0,1.32,No,NA,NULL,NA,NA,15,89,165
